a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,e32e8774-651c-4688-90b9-7b0a8c35acb9,client_timestamp,server_timestamp
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,0b60810c-4e36-46ed-8f5c-67782ba95f3e,1399504359472,1399504284635
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,2ec52297-d3d7-4ad8-a5fe-0a96fce576f4,1399504288633,1399504288707
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,2ec52297-d3d7-4ad8-a5fe-0a96fce576f4,1399504246512,1399504290151
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399504250207,1399504293847
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,86499845-7618-4149-9153-5da8bd011a25,1399504295704,1399504295523
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,d21f2b8a-cd21-4f56-9909-b9086a519053,1399504247886,1399504299732
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,5c01f3f6-4080-47eb-a046-c97b484b65fd,1399504302908,1399504302015
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,6be1ae5a-027f-4ed6-9e8f-e2feef763227,1399504302969,1399504303166
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,2ec52297-d3d7-4ad8-a5fe-0a96fce576f4,1399504305071,1399504304814
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399504261980,1399504305629
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,2ec52297-d3d7-4ad8-a5fe-0a96fce576f4,1399504309032,1399504308831
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,2ec52297-d3d7-4ad8-a5fe-0a96fce576f4,1399504265485,1399504309136
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1385105a-a752-4645-bf1a-2341dd9dcfce,1399504268013,1399504311728
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,d21f2b8a-cd21-4f56-9909-b9086a519053,1399504321012,1399504316914
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,872e415a-3321-4682-a898-5f189fecbb6b,1399504320838,1399504319914
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,e6a6aa83-920a-4ebe-a76a-b697e7ffe49a,1399504324190,1399504326206
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,2ec52297-d3d7-4ad8-a5fe-0a96fce576f4,1399504329445,1399504329786
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,697cf027-2f9a-412a-8f11-8c65137325d5,1399504425435,1399504469078
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,dc629055-f23c-433f-8e6e-075c4920b2aa,1399504484524,1399504484423
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,dc629055-f23c-433f-8e6e-075c4920b2aa,1399504488767,1399504488800
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,697cf027-2f9a-412a-8f11-8c65137325d5,1399504491173,1399504491184
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,6a1ba0d8-3ac2-4130-b504-ee77a35ee79e,1399504492841,1399504492734
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,5c01f3f6-4080-47eb-a046-c97b484b65fd,1399504497103,1399504494105
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,86499845-7618-4149-9153-5da8bd011a25,1399504494717,1399504494887
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,48e9a51b-2d5d-4c50-93c8-9d5162740ef5,1399504443113,1399504494923
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,dc629055-f23c-433f-8e6e-075c4920b2aa,1399504496562,1399504495399
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,5c01f3f6-4080-47eb-a046-c97b484b65fd,1399504495732,1399504495744
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399504497756,1399504497846
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,dc629055-f23c-433f-8e6e-075c4920b2aa,1399504498376,1399504498403
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,09f27c08-dba2-415b-97fc-e5fc33026acc,1399504500267,1399504500266
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,6c9e317a-7dd7-466f-9121-59f5a1aa950d,1399504498511,1399504500288
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,697cf027-2f9a-412a-8f11-8c65137325d5,1399504501621,1399504500331
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,f07d0d5d-f00a-4674-b2b3-ef53a7871c76,1399504500477,1399504500370
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,e5f9b516-7d18-4a70-8b02-162554ba3cd2,1399504495830,1399504500945
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,5c01f3f6-4080-47eb-a046-c97b484b65fd,1399504501286,1399504501856
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,dc629055-f23c-433f-8e6e-075c4920b2aa,1399504504086,1399504504230
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,d21f2b8a-cd21-4f56-9909-b9086a519053,1399504504603,1399504504601
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399504508993,1399504507972
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,911c4948-5c36-4d7b-8f04-6bf3ed265d97,1399504514450,1399504514480
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,09f27c08-dba2-415b-97fc-e5fc33026acc,1399504524301,1399504523708
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,09f27c08-dba2-415b-97fc-e5fc33026acc,1399504522299,1399504524066
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399504524286,1399504526060
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,2ec52297-d3d7-4ad8-a5fe-0a96fce576f4,1399504529332,1399504529365
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,5c01f3f6-4080-47eb-a046-c97b484b65fd,1399504488927,1399504532583
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,e6a6aa83-920a-4ebe-a76a-b697e7ffe49a,1399504533205,1399504533367
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,91978814-606e-4f3a-b44c-db0064cb3794,1399504535747,1399504535826
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,c483bd78-f772-400b-a608-d9d5bcc3753a,1399504545071,1399504544273
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,556e3ba1-16e5-4e4a-b336-dfa54fe7a42e,1399504732527,1399504733405
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,95c7c5cc-03cd-44f8-9eb4-1f88781ba2de,1399504754814,1399504754436
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399504756323,1399504756428
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,86499845-7618-4149-9153-5da8bd011a25,1399504760791,1399504760851
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,697cf027-2f9a-412a-8f11-8c65137325d5,1399504710919,1399504762733
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,95c7c5cc-03cd-44f8-9eb4-1f88781ba2de,1399504765612,1399504765495
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,5468b9b8-dd42-4093-b58b-4a2c907921ad,1399504772498,1399504772577
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,ab1fd0c6-ef36-405c-bc8a-cc4b4419c752,1399504780225,1399504780484
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1a37141c-5460-49ca-bd3a-8842387e65eb,1399504787258,1399504787871
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,556e3ba1-16e5-4e4a-b336-dfa54fe7a42e,1399504819240,1399504817273
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,5a4ab14e-3bec-412b-a2b5-b9199059f58d,1399505064285,1399505063867
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,697cf027-2f9a-412a-8f11-8c65137325d5,1399505063242,1399505064345
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399505066292,1399505066195
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,5c01f3f6-4080-47eb-a046-c97b484b65fd,1399505066881,1399505067001
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,556e3ba1-16e5-4e4a-b336-dfa54fe7a42e,1399505067894,1399505068115
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,d21f2b8a-cd21-4f56-9909-b9086a519053,1399505073111,1399505072677
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,70240e47-2cf9-429b-b8db-b84be57c0122,1399505081490,1399505080184
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,c483bd78-f772-400b-a608-d9d5bcc3753a,1399505081395,1399505081497
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,139f1659-9cae-4f4a-bada-d5438a39a676,1399505086490,1399505087149
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399505087907,1399505087947
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,475c5d1f-5047-43d2-bc08-be749abd92c4,1399505090271,1399505090370
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,6a1ba0d8-3ac2-4130-b504-ee77a35ee79e,1399505098348,1399505097056
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,2ec52297-d3d7-4ad8-a5fe-0a96fce576f4,1399505102513,1399505102564
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1385105a-a752-4645-bf1a-2341dd9dcfce,1399505059659,1399505103378
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1385105a-a752-4645-bf1a-2341dd9dcfce,1399505108748,1399505104964
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,872e415a-3321-4682-a898-5f189fecbb6b,1399505109558,1399505105465
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1385105a-a752-4645-bf1a-2341dd9dcfce,1399505103948,1399505105993
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1385105a-a752-4645-bf1a-2341dd9dcfce,1399505112268,1399505108161
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1385105a-a752-4645-bf1a-2341dd9dcfce,1399505113030,1399505108926
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,6a1ba0d8-3ac2-4130-b504-ee77a35ee79e,1399505114783,1399505110672
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1385105a-a752-4645-bf1a-2341dd9dcfce,1399505112284,1399505112309
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,c483bd78-f772-400b-a608-d9d5bcc3753a,1399505117349,1399505113232
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,5e035116-8f6e-402a-a13c-d460aabb7d64,1399505112546,1399505113256
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1385105a-a752-4645-bf1a-2341dd9dcfce,1399505112425,1399505114291
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,d21f2b8a-cd21-4f56-9909-b9086a519053,1399505118967,1399505115163
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399505117375,1399505116127
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,70240e47-2cf9-429b-b8db-b84be57c0122,1399505120810,1399505120907
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,b158c988-b05a-44df-8938-0d29d6908d32,1399505122096,1399505122208
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,95c7c5cc-03cd-44f8-9eb4-1f88781ba2de,1399505139358,1399505157406
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,d21f2b8a-cd21-4f56-9909-b9086a519053,1399505268467,1399505268570
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,cde60e8c-c909-4f95-b872-7e5e61946bd8,1399505273705,1399505272283
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,0afa635e-c5fb-47a7-a0a3-4c71a6e88b63,1399505273316,1399505272616
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399505569332,1399505277023
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,70240e47-2cf9-429b-b8db-b84be57c0122,1399505278134,1399505278250
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,e6a6aa83-920a-4ebe-a76a-b697e7ffe49a,1399505278316,1399505278472
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,ad72d68d-2986-4621-8a3b-92218459e27c,1399505279250,1399505279583
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,86499845-7618-4149-9153-5da8bd011a25,1399505284032,1399505284043
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,c483bd78-f772-400b-a608-d9d5bcc3753a,1399505235284,1399505287138
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,48e9fba1-2a94-4fad-972e-9e2897135f64,1399505301921,1399505302775
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,872e415a-3321-4682-a898-5f189fecbb6b,1399505279567,1399505308391
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,3c4d572d-b865-43b6-beff-72c461de7265,1399505307552,1399505309567
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399505307942,1399505311296
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,48e9fba1-2a94-4fad-972e-9e2897135f64,1399505318636,1399505318762
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,6a1ba0d8-3ac2-4130-b504-ee77a35ee79e,1399505289987,1399505318752
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,6a1ba0d8-3ac2-4130-b504-ee77a35ee79e,1399505321179,1399505321219
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,4fbf278f-7cca-4e8f-932f-c6c1f6e02400,1399505323397,1399505323442
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,099865b9-d592-4e65-a90d-80e518499868,1399505323698,1399505324542
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,6a1ba0d8-3ac2-4130-b504-ee77a35ee79e,1399505325044,1399505325744
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1cf9fc08-7f8b-4ce5-83ac-763846e7ad26,1399505325988,1399505326029
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,0ac66c14-cc60-499b-80b1-72094df80957,1399505326327,1399505326480
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1e6b000a-6b4f-4f09-9565-e3a79d4d5111,1399505327954,1399505326614
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,6a1ba0d8-3ac2-4130-b504-ee77a35ee79e,1399505326053,1399505327312
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399505328325,1399505328371
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,dc629055-f23c-433f-8e6e-075c4920b2aa,1399505330233,1399505330356
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,86499845-7618-4149-9153-5da8bd011a25,1399505330789,1399505331186
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,b158c988-b05a-44df-8938-0d29d6908d32,1399505279939,1399505331748
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1e6b000a-6b4f-4f09-9565-e3a79d4d5111,1399505347820,1399505333411
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,70240e47-2cf9-429b-b8db-b84be57c0122,1399505335078,1399505336235
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1e6b000a-6b4f-4f09-9565-e3a79d4d5111,1399505357311,1399505357484
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,842372d2-4219-43c8-971d-f9ebe25f61bd,1399505368205,1399505369464
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,c483bd78-f772-400b-a608-d9d5bcc3753a,1399505678006,1399505677976
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,099865b9-d592-4e65-a90d-80e518499868,1399505687505,1399505688207
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,099865b9-d592-4e65-a90d-80e518499868,1399505706664,1399505707226
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,4fbf278f-7cca-4e8f-932f-c6c1f6e02400,1399505715373,1399505716038
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,18a33762-301e-4463-aaad-6f449ffb66a2,1399505717664,1399505718370
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,842372d2-4219-43c8-971d-f9ebe25f61bd,1399505717718,1399505718452
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,9a402aba-8fd5-4f72-9313-8b8e67706b87,1399505723353,1399505723174
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399505729453,1399505730932
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,2c43a6ce-e9b7-4ac8-94e1-0604ca6d73fe,1399505734214,1399505734403
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,67657890-c7ff-4ca8-a636-646893a2cbb5,1399505739166,1399505740413
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,b64ba28e-d90d-426d-9964-8e2feb2c42e6,1399505744817,1399505743719
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,632ccbc0-129e-46a1-b52d-6ef9633de06d,1399505754844,1399505750541
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399505761045,1399505760524
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,5a4ab14e-3bec-412b-a2b5-b9199059f58d,1399505763688,1399505763858
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,5a4ab14e-3bec-412b-a2b5-b9199059f58d,1399505764658,1399505765796
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399505766121,1399505767242
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,2c43a6ce-e9b7-4ac8-94e1-0604ca6d73fe,1399505769082,1399505769254
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399505772082,1399505773315
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399505774270,1399505774441
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,2c43a6ce-e9b7-4ac8-94e1-0604ca6d73fe,1399505780675,1399505780846
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,099865b9-d592-4e65-a90d-80e518499868,1399505786755,1399505787991
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,a32c3914-7284-475e-99de-a9bf206a87ec,1399505788460,1399505789104
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,911c4948-5c36-4d7b-8f04-6bf3ed265d97,1399505796779,1399505795222
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,632ccbc0-129e-46a1-b52d-6ef9633de06d,1399505802843,1399505802088
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,c483bd78-f772-400b-a608-d9d5bcc3753a,1399505862625,1399505862040
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,48e9fba1-2a94-4fad-972e-9e2897135f64,1399505863575,1399505864297
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,697cf027-2f9a-412a-8f11-8c65137325d5,1399505836338,1399505865114
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,f3a859de-2ee7-4e1b-9790-c289f9a6bfb4,1399505867126,1399505867014
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,baad2db5-223c-4230-b950-d8adc570e94a,1399505868837,1399505868919
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,09f27c08-dba2-415b-97fc-e5fc33026acc,1399505874011,1399505874197
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,2c43a6ce-e9b7-4ac8-94e1-0604ca6d73fe,1399505876167,1399505877968
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,18a33762-301e-4463-aaad-6f449ffb66a2,1399505882350,1399505883610
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,09f27c08-dba2-415b-97fc-e5fc33026acc,1399505888726,1399505889427
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,481d394c-4cfc-4df9-9950-4f755536935f,1399505890104,1399505891895
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,09f27c08-dba2-415b-97fc-e5fc33026acc,1399505906216,1399505904951
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,0d52d50e-001f-4878-8886-a9fbe94182df,1399505903798,1399505905593
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,2e105fe0-ae7b-4556-880c-854bd1a610bf,1399505921181,1399505918285
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,6ea79546-cc22-468b-99a6-03cb0a0cae10,1399505925865,1399505924938
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,6a1ba0d8-3ac2-4130-b504-ee77a35ee79e,1399506127797,1399506128984
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1385105a-a752-4645-bf1a-2341dd9dcfce,1399506196780,1399506196949
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1385105a-a752-4645-bf1a-2341dd9dcfce,1399506203048,1399506199272
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1385105a-a752-4645-bf1a-2341dd9dcfce,1399506203791,1399506199681
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,5c01f3f6-4080-47eb-a046-c97b484b65fd,1399506204465,1399506200353
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,1385105a-a752-4645-bf1a-2341dd9dcfce,1399506202376,1399506202546
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,cde60e8c-c909-4f95-b872-7e5e61946bd8,1399506208505,1399506204387
a35f9fb0-e5ec-46e4-9cd1-5ecd71698454,c483bd78-f772-400b-a608-d9d5bcc3753a,1399506205543,1399506204815
